887,Rooxo,Business-focused even-keeled product,2015-05-19,388,680
888,Zoombox,Digitized 4th generation parallelism,2015-11-17,389,697
889,Rhycero,Fully-configurable attitude-oriented adapter,2015-07-13,390,714
890,Zoombox,Multi-layered transitional product,2016-08-18,391,731
891,Trudeo,Switchable human-resource function,2015-09-19,392,748
892,Skynoodle,Open-architected motivating solution,2015-03-24,393,765
893,Livetube,Reactive systemic conglomeration,2015-10-17,394,782
894,Vitz,Distributed bi-directional toolset,2017-03-07,395,799
895,Skibox,Open-source client-server moratorium,2015-03-10,396,816
896,Thoughtsphere,Inverse leading edge software,2016-11-27,397,833
897,Buzzdog,Synergized explicit intranet,2016-06-17,398,850
898,Buzzster,Enhanced heuristic focus group,2015-10-25,399,867
899,Bluejam,Optional grid-enabled workforce,2017-08-02,400,884
900,Realbridge,Business-focused 24/7 installation,2016-04-28,401,901
901,Aivee,Future-proofed object-oriented local area network,2016-10-30,402,918
902,Digitube,Horizontal directional customer loyalty,2016-05-31,403,935
903,Fivechat,Progressive optimal website,2016-02-09,404,952
904,Photobug,Team-oriented non-volatile protocol,2015-08-19,405,969
905,Thoughtworks,Assimilated regional system engine,2016-05-30,406,986
906,Meezzy,Versatile leading edge array,2016-11-28,407,1003
907,Skipfire,Intuitive human-resource standardization,2017-06-16,408,1020
908,Vidoo,Public-key homogeneous product,2017-04-21,409,1037
909,Skipfire,Reverse-engineered fault-tolerant hub,2017-08-03,410,1054
910,Youbridge,Fully-configurable methodical orchestration,2016-02-24,411,1071
911,Trudoo,Multi-tiered mobile parallelism,2015-09-23,412,1088
912,Feedfire,Versatile responsive contingency,2016-02-29,413,1105
913,Twitterbeat,Synergized mobile intranet,2016-06-16,414,1122
914,Cogilith,Enterprise-wide radical artificial intelligence,2016-09-17,415,1139
915,Voonte,Reduced next generation ability,2015-09-28,416,1156
916,Eazzy,Adaptive zero administration artificial intelligence,2017-07-22,417,1173
917,Agimba,Fully-configurable tangible orchestration,2015-06-18,418,1190
918,Gabvine,Assimilated logistical success,2015-03-14,419,7
919,Topdrive,Open-architected foreground synergy,2015-11-14,420,24
920,Jabbersphere,Adaptive radical concept,2017-05-23,421,41
921,Quinu,Front-line 24 hour capability,2015-08-04,422,58
922,Vidoo,User-friendly composite capability,2015-05-14,423,75
923,Mudo,Total clear-thinking toolset,2015-11-18,424,92
924,Realcube,Distributed holistic time-frame,2017-08-29,425,109
925,Tekfly,De-engineered static success,2015-05-31,426,126
926,Ntag,Customizable scalable productivity,2016-03-08,427,143
927,Quire,Reverse-engineered hybrid hardware,2016-11-29,428,160
928,Fatz,Customer-focused methodical customer loyalty,2015-11-06,429,177
929,Centidel,Operative clear-thinking policy,2017-08-03,430,194
930,Photobug,Monitored methodical circuit,2016-06-10,431,211
931,Bubblemix,Sharable heuristic leverage,2016-09-01,432,228
932,Trudeo,Automated regional throughput,2017-07-27,433,245
933,Jaxspan,Team-oriented upward-trending parallelism,2016-09-06,434,262
934,Tagtune,Enhanced zero defect secured line,2016-08-05,435,279
935,Flipopia,Focused logistical analyzer,2017-05-27,436,296
936,Skilith,Robust full-range strategy,2016-07-13,437,313
937,Jazzy,Integrated 24/7 encryption,2016-10-04,438,330
938,Pixope,Upgradable optimizing core,2017-06-12,439,347
939,Jetpulse,Ameliorated methodical solution,2017-04-05,440,364
940,Realmix,Stand-alone systemic system engine,2015-11-09,441,381
941,Edgeify,Front-line composite implementation,2016-07-14,442,398
942,Tekfly,Self-enabling bandwidth-monitored intranet,2017-08-19,443,415
943,Skipstorm,Advanced exuding Graphic Interface,2015-01-16,444,432
944,Zoomzone,Robust real-time protocol,2017-07-14,445,449
945,Skinix,Organic multimedia knowledge base,2015-07-24,446,466
946,Yacero,Object-based fault-tolerant data-warehouse,2015-08-08,447,483
947,Dazzlesphere,Balanced methodical Graphic Interface,2016-02-04,448,500
948,Katz,Open-architected dedicated system engine,2016-11-30,449,517
949,Aibox,Decentralized 3rd generation moderator,2015-05-26,450,534
950,Devpulse,Fully-configurable transitional internet solution,2015-12-03,451,551
951,Realcube,Stand-alone encompassing focus group,2017-01-19,452,568
952,Babblestorm,Business-focused asynchronous access,2016-04-24,453,585
953,Yoveo,Public-key regional adapter,2016-06-25,454,602
954,Skippad,Synergized zero administration array,2017-05-22,455,619
955,Twitterlist,Centralized systematic focus group,2015-01-11,456,636
956,Rhyloo,Operative context-sensitive product,2015-07-03,457,653
957,Jayo,Advanced executive support,2016-05-20,458,670
958,Skajo,Automated 24 hour interface,2015-07-29,459,687
959,Meevee,Synergistic system-worthy ability,2016-03-13,460,704
960,Jetwire,Visionary user-facing open architecture,2015-02-15,461,721
961,Meevee,Triple-buffered secondary matrices,2016-02-14,462,738
962,Roomm,Implemented 24 hour architecture,2015-07-11,463,755
963,Photobug,Reduced neutral interface,2017-05-01,464,772
964,Babbleset,Enhanced tertiary function,2017-03-08,465,789
965,Katz,Innovative fresh-thinking matrix,2015-03-13,466,806
966,Oloo,Integrated disintermediate superstructure,2015-01-19,467,823
967,Buzzshare,Mandatory next generation website,2016-08-12,468,840
968,Wikido,Triple-buffered systemic array,2016-03-03,469,857
969,Gigabox,Front-line client-driven toolset,2015-07-12,470,874
970,Youspan,Advanced 24/7 matrix,2017-05-18,471,891
971,Tazz,Secured actuating implementation,2015-06-22,472,908
972,Buzzshare,Customizable directional data-warehouse,2015-11-16,473,925
973,Wordify,Cross-platform hybrid framework,2015-02-12,474,942
974,Feedfire,Object-based neutral contingency,2015-11-27,475,959
975,Flipstorm,Public-key zero tolerance attitude,2015-03-23,476,976
976,Gigazoom,Distributed impactful groupware,2015-11-12,477,993
977,Oba,Universal homogeneous time-frame,2015-02-18,478,1010
978,Zoombox,Customer-focused didactic encoding,2015-12-17,479,1027
979,Dynabox,Organized bifurcated circuit,2017-01-14,480,1044
980,Mynte,Fundamental web-enabled capacity,2015-08-07,481,1061
981,Viva,User-friendly web-enabled local area network,2015-05-15,482,1078
982,Leenti,User-centric stable local area network,2017-01-15,483,1095
983,Myworks,Ergonomic encompassing toolset,2015-06-22,484,1112
984,Skiptube,Business-focused responsive local area network,2015-04-08,485,1129
985,Aimbu,Advanced multimedia secured line,2016-01-16,486,1146
986,Photobean,Realigned coherent internet solution,2016-01-27,487,1163
987,Thoughtblab,Synchronised 3rd generation contingency,2015-02-11,488,1180
988,Voolia,Diverse mission-critical protocol,2015-12-10,489,1197
989,Topicblab,Vision-oriented tertiary synergy,2016-03-08,490,14
990,Katz,Total actuating encryption,2015-09-11,491,31
991,Katz,Cross-group 4th generation framework,2016-07-13,492,48
992,Babblestorm,Fully-configurable cohesive pricing structure,2015-06-25,493,65
993,Feednation,Progressive tangible open architecture,2015-10-02,494,82
994,Ainyx,Synergized holistic model,2015-04-09,495,99
995,Browsetype,Streamlined web-enabled access,2016-02-23,496,116
996,Linklinks,Advanced asynchronous strategy,2015-10-11,497,133
997,Bubblemix,Switchable motivating application,2017-05-03,498,150
998,Shuffletag,Networked content-based info-mediaries,2015-07-14,499,167
999,Chatterbridge,Customizable foreground emulation,2017-01-03,500,184
1000,Agivu,Vision-oriented grid-enabled data-warehouse,2016-10-24,1,201
